,Country,City,Latitude,Longtitude
481,Iraq,Erbil Governorate,44.166182011804885,36.37662015
482,Iraq,Sulaymaniyah Governorate,35.56497095,45.37695234981869
483,Iraq,Karbala Governorate,16.313895000000002,43.293572
484,Iraq,Dhi Qar Governorate,46.3068347,31.2857941
485,Iraq,Al Muthanna Governorate,45.0188363,30.501576300000004
486,Iraq,Wasit Governorate,45.6848009,32.6944827
487,Iraq,Kirkuk Governorate,35.46032085,44.38263033213807
488,Iraq,Halabja,35.1792062,45.98736829999999
489,Iraq,Diyala Governorate,45.1046224,34.0228719
490,Iraq,Babylon Governorate,32.5021687,44.4170864
491,Iraq,Duhok Governorate,36.8649658,42.9997041
